"orderNo";"customerNo";"dateCreated";"dateRequested";"dateFulfilled"
596;44;"2012-10-20 19:05:55";"2012-10-27 19:05:55";"2012-10-25 19:05:55"
597;35;"2012-10-24 00:35:14";"2012-11-01 00:35:14";"2012-10-30 00:35:14"
598;103;"2012-10-26 17:26:55";"2012-11-01 17:26:55";"2012-10-29 17:26:55"
599;84;"2012-10-26 18:15:02";"2012-11-06 18:15:02";"2012-11-04 18:15:02"
600;47;"2012-10-27 10:08:32";"2012-11-08 10:08:32";"2012-11-06 10:08:32"
601;48;"2012-10-27 23:01:45";"2012-11-06 23:01:45";"2012-11-03 23:01:45"
602;76;"2012-10-30 13:52:34";"2012-11-08 13:52:34";"2012-11-05 13:52:34"
603;41;"2012-10-30 20:04:03";"2012-11-06 20:04:03";"2012-11-03 20:04:03"
604;7;"2012-10-31 01:52:10";"2012-11-06 01:52:10";"2012-11-04 01:52:10"
605;84;"2012-11-02 06:59:57";"2012-11-14 06:59:57";"2012-11-12 06:59:57"
606;24;"2012-11-07 15:49:36";"2012-11-20 15:49:36";"2012-11-17 15:49:36"
607;21;"2012-11-08 09:10:58";"2012-11-20 09:10:58";"2012-11-17 09:10:58"
608;8;"2012-11-10 12:43:57";"2012-11-21 12:43:57";"2012-11-18 12:43:57"
609;46;"2012-11-14 16:50:33";"2012-11-22 16:50:33";"2012-11-20 16:50:33"
610;48;"2012-11-15 16:26:48";"2012-11-23 16:26:48";"2012-11-20 16:26:48"
611;70;"2012-11-16 02:35:35";"2012-11-24 02:35:35";"2012-11-22 02:35:35"
612;101;"2012-11-16 22:22:52";"2012-11-23 22:22:52";"2012-11-20 22:22:52"
613;20;"2012-11-18 10:04:39";"2012-11-29 10:04:39";"2012-11-26 10:04:39"
614;102;"2012-11-20 07:38:22";"2012-12-01 07:38:22";"2012-11-28 07:38:22"
615;102;"2012-11-21 02:52:48";"2012-12-01 02:52:48";"2012-11-29 02:52:48"
616;19;"2012-11-22 09:01:13";"2012-12-04 09:01:13";"2012-12-02 09:01:13"
617;91;"2012-11-26 11:40:57";"2012-12-04 11:40:57";"2012-12-01 11:40:57"
618;6;"2012-11-29 13:12:51";"2012-12-06 13:12:51";"2012-12-04 13:12:51"
619;67;"2012-12-03 06:14:43";"2012-12-15 06:14:43";"2012-12-13 06:14:43"
620;6;"2012-12-05 08:16:37";"2012-12-16 08:16:37";"2012-12-13 08:16:37"
621;64;"2012-12-05 18:43:42";"2012-12-13 18:43:42";"2012-12-10 18:43:42"
622;58;"2012-12-06 20:09:07";"2012-12-14 20:09:07";"2012-12-11 20:09:07"
623;82;"2012-12-11 05:45:28";"2012-12-22 05:45:28";"2012-12-20 05:45:28"
624;40;"2012-12-13 06:10:22";"2012-12-23 06:10:22";"2012-12-20 06:10:22"
625;89;"2012-12-17 06:23:13";"2012-12-30 06:23:13";"2012-12-27 06:23:13"
626;32;"2012-12-18 14:12:54";"2012-12-25 14:12:54";"2012-12-22 14:12:54"
627;52;"2012-12-20 06:32:53";"2012-12-25 06:32:53";"2012-12-23 06:32:53"
628;95;"2012-12-22 00:38:47";"2012-12-31 00:38:47";"2012-12-28 00:38:47"
629;32;"2012-12-24 02:12:25";"2013-01-02 02:12:25";"2012-12-30 02:12:25"
630;82;"2012-12-24 10:23:40";"2013-01-01 10:23:40";"2012-12-29 10:23:40"
631;94;"2012-12-26 15:30:26";"2012-12-31 15:30:26";"2012-12-29 15:30:26"
632;31;"2012-12-27 06:33:09";"2013-01-05 06:33:09";"2013-01-02 06:33:09"
633;5;"2012-12-28 09:43:41";"2013-01-09 09:43:41";"2013-01-06 09:43:41"
634;8;"2012-12-28 23:11:52";"2013-01-09 23:11:52";"2013-01-06 23:11:52"
635;90;"2012-12-29 15:55:46";"2013-01-06 15:55:46";"2013-01-03 15:55:46"
636;104;"2013-01-01 07:12:06";"2013-01-13 07:12:06";"2013-01-11 07:12:06"
637;68;"2013-01-03 04:39:55";"2013-01-09 04:39:55";"2013-01-07 04:39:55"
638;44;"2013-01-06 18:33:07";"2013-01-13 18:33:07";"2013-01-10 18:33:07"
639;93;"2013-01-07 06:53:38";"2013-01-14 06:53:38";"2013-01-11 06:53:38"
640;83;"2013-01-08 21:47:44";"2013-01-20 21:47:44";"2013-01-18 21:47:44"
641;77;"2013-01-10 22:19:26";"2013-01-18 22:19:26";"2013-01-15 22:19:26"
642;25;"2013-01-11 17:46:15";"2013-01-24 17:46:15";"2013-01-21 17:46:15"
643;31;"2013-01-14 15:52:40";"2013-01-23 15:52:40";"2013-01-21 15:52:40"
644;16;"2013-01-16 13:42:24";"2013-01-23 13:42:24";"2013-01-21 13:42:24"
645;84;"2013-01-18 23:10:50";"2013-01-29 23:10:50";"2013-01-26 23:10:50"
646;28;"2013-01-27 03:44:58";"2013-02-08 03:44:58";"2013-02-05 03:44:58"
647;94;"2013-01-27 13:19:09";"2013-02-01 13:19:09";"2013-01-30 13:19:09"
648;107;"2013-01-29 13:47:30";"2013-02-08 13:47:30";"2013-02-06 13:47:30"
649;11;"2013-02-03 21:18:42";"2013-02-08 21:18:42";"2013-02-06 21:18:42"
650;19;"2013-02-05 18:30:38";"2013-02-10 18:30:38";"2013-02-08 18:30:38"
651;40;"2013-02-07 19:45:47";"2013-02-17 19:45:47";"2013-02-15 19:45:47"
652;78;"2013-02-10 06:55:32";"2013-02-16 06:55:32";"2013-02-14 06:55:32"
653;82;"2013-02-14 12:05:36";"2013-02-20 12:05:36";"2013-02-17 12:05:36"
654;54;"2013-02-18 21:13:26";"2013-02-28 21:13:26";"2013-02-25 21:13:26"
655;64;"2013-02-19 19:43:45";"2013-03-03 19:43:45";"2013-03-01 19:43:45"
656;72;"2013-02-23 14:06:09";"2013-03-02 14:06:09";"2013-02-28 14:06:09"
657;7;"2013-02-23 23:45:10";"2013-02-28 23:45:10";"2013-02-26 23:45:10"
658;59;"2013-02-25 12:17:31";"2013-03-09 12:17:31";"2013-03-06 12:17:31"
659;4;"2013-03-01 05:15:27";"2013-03-07 05:15:27";"2013-03-04 05:15:27"
660;28;"2013-03-06 17:10:01";"2013-03-12 17:10:01";"2013-03-10 17:10:01"
661;49;"2013-03-08 20:24:29";"2013-03-14 20:24:29";"2013-03-11 20:24:29"
662;35;"2013-03-09 07:32:51";"2013-03-17 07:32:51";"2013-03-15 07:32:51"
663;87;"2013-03-10 20:15:17";"2013-03-18 20:15:17";"2013-03-15 20:15:17"
664;28;"2013-03-13 03:30:56";"2013-03-19 03:30:56";"2013-03-16 03:30:56"
665;79;"2013-03-14 15:24:25";"2013-03-24 15:24:25";"2013-03-22 15:24:25"
666;24;"2013-03-15 01:39:43";"2013-03-22 01:39:43";"2013-03-19 01:39:43"
667;54;"2013-03-15 14:20:51";"2013-03-22 14:20:51";"2013-03-20 14:20:51"
668;39;"2013-03-16 15:50:07";"2013-03-23 15:50:07";"2013-03-21 15:50:07"
669;28;"2013-03-17 00:28:55";"2013-03-23 00:28:55";"2013-03-20 00:28:55"
670;30;"2013-03-17 02:00:47";"2013-03-25 02:00:47";"2013-03-22 02:00:47"
671;52;"2013-03-19 17:44:49";"2013-03-26 17:44:49";"2013-03-24 17:44:49"
672;96;"2013-03-20 05:28:57";"2013-03-29 05:28:57";"2013-03-26 05:28:57"
673;70;"2013-03-20 12:50:42";"2013-03-28 12:50:42";"2013-03-25 12:50:42"
674;78;"2013-03-21 16:20:17";"2013-03-27 16:20:17";"2013-03-24 16:20:17"
675;10;"2013-03-23 00:36:50";"2013-03-31 00:36:50";"2013-03-29 00:36:50"
676;41;"2013-03-25 13:10:22";"2013-04-06 13:10:22";"2013-04-03 13:10:22"
677;25;"2013-03-28 07:48:24";"2013-04-03 07:48:24";"2013-03-31 07:48:24"
678;3;"2013-04-02 23:53:35";"2013-04-12 23:53:35";"2013-04-09 23:53:35"
679;32;"2013-04-06 03:20:59";"2013-04-16 03:20:59";"2013-04-14 03:20:59"
680;5;"2013-04-13 11:04:00";"2013-04-22 11:04:00";"2013-04-19 11:04:00"
681;5;"2013-04-16 16:01:06";"2013-04-23 16:01:06";"2013-04-20 16:01:06"
682;12;"2013-04-17 03:23:09";"2013-04-22 03:23:09";"2013-04-20 03:23:09"
683;27;"2013-04-21 07:25:42";"2013-05-02 07:25:42";"2013-04-30 07:25:42"
684;65;"2013-04-21 10:06:09";"2013-04-29 10:06:09";"2013-04-26 10:06:09"
685;26;"2013-04-22 17:41:30";"2013-05-04 17:41:30";"2013-05-02 17:41:30"
686;84;"2013-04-27 18:14:37";"2013-05-05 18:14:37";"2013-05-02 18:14:37"
687;81;"2013-04-29 23:29:21";"2013-05-04 23:29:21";"2013-05-02 23:29:21"
688;71;"2013-05-03 10:41:42";"2013-05-09 10:41:42";"2013-05-07 10:41:42"
689;104;"2013-05-03 21:22:15";"2013-05-14 21:22:15";"2013-05-11 21:22:15"
690;39;"2013-05-05 14:06:03";"2013-05-14 14:06:03";"2013-05-11 14:06:03"
691;57;"2013-05-07 09:42:22";"2013-05-20 09:42:22";"2013-05-17 09:42:22"
692;21;"2013-05-08 03:13:25";"2013-05-17 03:13:25";"2013-05-14 03:13:25"
693;98;"2013-05-10 10:22:17";"2013-05-22 10:22:17";"2013-05-20 10:22:17"
694;34;"2013-05-12 10:52:20";"2013-05-25 10:52:20";"2013-05-22 10:52:20"
695;65;"2013-05-14 02:46:42";"2013-05-23 02:46:42";"2013-05-20 02:46:42"
696;15;"2013-05-14 07:58:26";"2013-05-25 07:58:26";"2013-05-22 07:58:26"
697;97;"2013-05-17 22:10:24";"2013-05-27 22:10:24";"2013-05-24 22:10:24"
698;85;"2013-05-21 19:34:13";"2013-05-27 19:34:13";"2013-05-25 19:34:13"
699;51;"2013-05-22 00:23:14";"2013-05-29 00:23:14";"2013-05-27 00:23:14"
700;18;"2013-05-27 06:37:41";"2013-06-06 06:37:41";"2013-06-03 06:37:41"
701;95;"2013-05-27 23:03:11";"2013-06-02 23:03:11";"2013-05-30 23:03:11"
702;107;"2013-05-30 09:39:59";"2013-06-06 09:39:59";"2013-06-03 09:39:59"
703;37;"2013-06-01 02:28:36";"2013-06-13 02:28:36";"2013-06-11 02:28:36"
704;95;"2013-06-05 01:08:41";"2013-06-16 01:08:41";"2013-06-14 01:08:41"
705;24;"2013-06-09 02:35:52";"2013-06-19 02:35:52";"2013-06-17 02:35:52"
706;78;"2013-06-09 05:52:23";"2013-06-19 05:52:23";"2013-06-16 05:52:23"
707;83;"2013-06-14 06:11:58";"2013-06-19 06:11:58";"2013-06-17 06:11:58"
708;8;"2013-06-20 07:21:38";"2013-06-27 07:21:38";"2013-06-25 07:21:38"
709;105;"2013-06-21 03:01:53";"2013-06-27 03:01:53";"2013-06-24 03:01:53"
710;18;"2013-06-21 20:36:20";"2013-06-28 20:36:20";"2013-06-25 20:36:20"
711;55;"2013-06-26 02:08:46";"2013-07-06 02:08:46";"2013-07-03 02:08:46"
712;99;"2013-06-26 17:23:36";"2013-07-04 17:23:36";"2013-07-02 17:23:36"
713;21;"2013-06-27 08:27:35";"2013-07-05 08:27:35";"2013-07-03 08:27:35"
714;12;"2013-06-27 15:28:49";"2013-07-06 15:28:49";"2013-07-03 15:28:49"
715;67;"2013-06-28 04:54:06";"2013-07-07 04:54:06";"2013-07-04 04:54:06"
716;80;"2013-06-28 23:16:38";"2013-07-10 23:16:38";"2013-07-08 23:16:38"
717;46;"2013-06-29 22:02:09";"2013-07-05 22:02:09";"2013-07-03 22:02:09"
718;75;"2013-07-07 17:06:44";"2013-07-18 17:06:44";"2013-07-15 17:06:44"
719;15;"2013-07-09 13:39:26";"2013-07-15 13:39:26";"2013-07-13 13:39:26"
720;16;"2013-07-11 18:56:26";"2013-07-22 18:56:26";"2013-07-19 18:56:26"
721;25;"2013-07-12 01:55:55";"2013-07-21 01:55:55";"2013-07-18 01:55:55"
722;37;"2013-07-12 15:37:57";"2013-07-21 15:37:57";"2013-07-19 15:37:57"
723;35;"2013-07-19 15:49:31";"2013-07-26 15:49:31";"2013-07-24 15:49:31"
724;83;"2013-07-24 19:15:00";"2013-08-06 19:15:00";"2013-08-03 19:15:00"
725;14;"2013-07-24 23:16:14";"2013-08-02 23:16:14";"2013-07-31 23:16:14"
726;48;"2013-07-26 17:05:16";"2013-08-04 17:05:16";"2013-08-01 17:05:16"
727;8;"2013-07-30 03:08:17";"2013-08-11 03:08:17";"2013-08-09 03:08:17"
728;26;"2013-07-31 06:14:23";"2013-08-09 06:14:23";"2013-08-07 06:14:23"
729;95;"2013-07-31 08:37:48";"2013-08-07 08:37:48";"2013-08-05 08:37:48"
730;39;"2013-08-04 18:22:04";"2013-08-12 18:22:04";"2013-08-10 18:22:04"
731;33;"2013-08-05 02:43:51";"2013-08-16 02:43:51";"2013-08-13 02:43:51"
732;62;"2013-08-07 00:07:25";"2013-08-17 00:07:25";"2013-08-15 00:07:25"
733;96;"2013-08-10 06:59:52";"2013-08-23 06:59:52";"2013-08-20 06:59:52"
734;30;"2013-08-10 17:43:23";"2013-08-21 17:43:23";"2013-08-18 17:43:23"
735;23;"2013-08-11 06:01:32";"2013-08-19 06:01:32";"2013-08-16 06:01:32"
736;20;"2013-08-11 12:31:57";"2013-08-18 12:31:57";"2013-08-15 12:31:57"
737;82;"2013-08-15 08:34:44";"2013-08-22 08:34:44";"2013-08-20 08:34:44"
738;79;"2013-08-16 07:25:02";"2013-08-21 07:25:02";"2013-08-19 07:25:02"
739;14;"2013-08-19 05:42:25";"2013-08-25 05:42:25";"2013-08-22 05:42:25"
740;14;"2013-08-19 16:12:05";"2013-08-30 16:12:05";"2013-08-28 16:12:05"
741;103;"2013-08-19 18:01:36";"2013-08-29 18:01:36";"2013-08-27 18:01:36"
742;30;"2013-08-25 20:38:42";"2013-09-06 20:38:42";"2013-09-03 20:38:42"
743;40;"2013-08-29 14:03:11";"2013-09-05 14:03:11";"2013-09-02 14:03:11"
744;10;"2013-08-30 05:03:50";"2013-09-12 05:03:50";"2013-09-09 05:03:50"
745;7;"2013-08-30 08:22:24";"2013-09-04 08:22:24";"2013-09-02 08:22:24"
746;80;"2013-08-31 22:08:35";"2013-09-07 22:08:35";"2013-09-04 22:08:35"
747;24;"2013-09-06 15:11:36";"2013-09-17 15:11:36";"2013-09-15 15:11:36"
748;17;"2013-09-06 18:45:04";"2013-09-15 18:45:04";"2013-09-12 18:45:04"
749;72;"2013-09-08 10:38:51";"2013-09-18 10:38:51";"2013-09-15 10:38:51"
750;86;"2013-09-09 00:18:49";"2013-09-14 00:18:49";"2013-09-12 00:18:49"
751;16;"2013-09-11 10:57:10";"2013-09-19 10:57:10";"2013-09-16 10:57:10"
752;89;"2013-09-11 18:05:17";"2013-09-20 18:05:17";"2013-09-17 18:05:17"
753;104;"2013-09-12 13:07:54";"2013-09-19 13:07:54";"2013-09-16 13:07:54"
754;62;"2013-09-13 00:45:07";"2013-09-23 00:45:07";"2013-09-21 00:45:07"
755;68;"2013-09-13 20:07:01";"2013-09-24 20:07:01";"2013-09-21 20:07:01"
756;33;"2013-09-16 07:56:28";"2013-09-25 07:56:28";"2013-09-22 07:56:28"
757;98;"2013-09-17 16:57:57";"2013-09-28 16:57:57";"2013-09-26 16:57:57"
758;83;"2013-09-18 10:14:18";"2013-10-01 10:14:18";"2013-09-28 10:14:18"
759;18;"2013-09-27 01:13:48";"2013-10-05 01:13:48";"2013-10-03 01:13:48"
760;55;"2013-09-28 09:12:00";"2013-10-03 09:12:00";"2013-10-01 09:12:00"
761;45;"2013-10-01 08:06:29";"2013-10-11 08:06:29";"2013-10-09 08:06:29"
762;77;"2013-10-02 09:26:52";"2013-10-14 09:26:52";"2013-10-12 09:26:52"
763;51;"2013-10-02 16:35:55";"2013-10-10 16:35:55";"2013-10-07 16:35:55"
764;88;"2013-10-03 10:31:17";"2013-10-15 10:31:17";"2013-10-12 10:31:17"
765;53;"2013-10-05 00:30:16";"2013-10-12 00:30:16";"2013-10-09 00:30:16"
766;99;"2013-10-06 09:49:21";"2013-10-17 09:49:21";"2013-10-15 09:49:21"
767;12;"2013-10-08 04:53:20";"2013-10-20 04:53:20";"2013-10-17 04:53:20"
768;36;"2013-10-08 10:03:15";"2013-10-19 10:03:15";"2013-10-17 10:03:15"
769;81;"2013-10-08 18:15:21";"2013-10-15 18:15:21";"2013-10-13 18:15:21"
770;43;"2013-10-09 08:41:53";"2013-10-17 08:41:53";"2013-10-15 08:41:53"
771;97;"2013-10-10 23:05:43";"2013-10-21 23:05:43";"2013-10-19 23:05:43"
772;76;"2013-10-11 05:04:34";"2013-10-21 05:04:34";"2013-10-19 05:04:34"
773;22;"2013-10-11 09:43:29";"2013-10-19 09:43:29";"2013-10-17 09:43:29"
774;20;"2013-10-12 00:27:03";"2013-10-23 00:27:03";"2013-10-20 00:27:03"
775;26;"2013-10-15 02:07:45";"2013-10-22 02:07:45";"2013-10-20 02:07:45"
776;50;"2013-10-18 22:52:33";"2013-10-25 22:52:33";"2013-10-23 22:52:33"
777;106;"2013-10-19 04:53:46";"2013-10-28 04:53:46";"2013-10-26 04:53:46"
778;77;"2013-10-25 03:24:20";"2013-10-31 03:24:20";"2013-10-29 03:24:20"
779;73;"2013-11-06 09:41:54";"2013-11-17 09:41:54";"2013-11-15 09:41:54"
780;11;"2013-11-08 02:29:01";"2013-11-17 02:29:01";"2013-11-15 02:29:01"
781;69;"2013-11-08 04:04:24";"2013-11-19 04:04:24";"2013-11-17 04:04:24"
782;82;"2013-11-08 13:52:32";"2013-11-19 13:52:32";"2013-11-17 13:52:32"
783;71;"2013-11-11 20:38:12";"2013-11-17 20:38:12";"2013-11-15 20:38:12"
784;51;"2013-11-13 06:57:19";"2013-11-24 06:57:19";"2013-11-22 06:57:19"
785;56;"2013-11-20 05:14:52";"2013-12-03 05:14:52";"2013-11-30 05:14:52"
786;74;"2013-11-20 14:40:36";"2013-12-03 14:40:36";"2013-11-30 14:40:36"
787;98;"2013-11-22 04:18:32";"2013-11-29 04:18:32";"2013-11-27 04:18:32"
788;101;"2013-11-22 11:37:39";"2013-12-03 11:37:39";"2013-11-30 11:37:39"
789;105;"2013-11-23 13:15:10";"2013-12-06 13:15:10";"2013-12-03 13:15:10"
790;3;"2013-11-25 13:19:19";"2013-12-01 13:19:19";"2013-11-29 13:19:19"
791;20;"2013-11-25 13:48:20";"2013-12-04 13:48:20";"2013-12-01 13:48:20"
792;16;"2013-11-28 01:12:19";"2013-12-03 01:12:19";"2013-12-01 01:12:19"
793;46;"2013-11-28 17:18:28";"2013-12-08 17:18:28";"2013-12-05 17:18:28"
794;70;"2013-12-01 04:56:06";"2013-12-06 04:56:06";"2013-12-04 04:56:06"
795;79;"2013-12-01 05:49:28";"2013-12-08 05:49:28";"2013-12-06 05:49:28"
796;60;"2013-12-01 15:38:41";"2013-12-10 15:38:41";"2013-12-07 15:38:41"
797;92;"2013-12-02 23:49:46";"2013-12-12 23:49:46";"2013-12-09 23:49:46"
798;42;"2013-12-07 03:06:02";"2013-12-15 03:06:02";"2013-12-12 03:06:02"
799;51;"2013-12-09 04:09:25";"2013-12-15 04:09:25";"2013-12-13 04:09:25"
800;100;"2013-12-11 04:12:32";"2013-12-23 04:12:32";"2013-12-21 04:12:32"
801;54;"2013-12-11 06:24:12";"2013-12-24 06:24:12";"2013-12-21 06:24:12"
802;82;"2013-12-12 14:14:26";"2013-12-21 14:14:26";"2013-12-19 14:14:26"
803;30;"2013-12-15 20:49:04";"2013-12-21 20:49:04";"2013-12-18 20:49:04"
804;74;"2013-12-16 18:55:53";"2013-12-22 18:55:53";"2013-12-19 18:55:53"
805;61;"2013-12-18 18:12:06";"2013-12-28 18:12:06";"2013-12-26 18:12:06"
806;11;"2013-12-19 07:45:17";"2013-12-26 07:45:17";"2013-12-24 07:45:17"
807;71;"2013-12-21 19:07:40";"2014-01-01 19:07:40";"2013-12-30 19:07:40"
808;51;"2013-12-21 20:41:22";"2013-12-26 20:41:22";"2013-12-24 20:41:22"
809;53;"2013-12-26 12:13:43";"2014-01-02 12:13:43";"2013-12-31 12:13:43"
810;52;"2013-12-26 18:37:51";"2014-01-06 18:37:51";"2014-01-04 18:37:51"
811;7;"2013-12-28 14:03:16";"2014-01-04 14:03:16";"2014-01-01 14:03:16"
812;30;"2013-12-30 03:44:16";"2014-01-08 03:44:16";"2014-01-06 03:44:16"
813;8;"2014-01-04 00:41:56";"2014-01-09 00:41:56";"2014-01-07 00:41:56"
814;15;"2014-01-04 15:07:21";"2014-01-13 15:07:21";"2014-01-11 15:07:21"
815;45;"2014-01-07 13:19:08";"2014-01-19 13:19:08";"2014-01-17 13:19:08"
816;100;"2014-01-10 03:22:59";"2014-01-21 03:22:59";"2014-01-19 03:22:59"
817;79;"2014-01-10 14:48:51";"2014-01-20 14:48:51";"2014-01-17 14:48:51"
818;71;"2014-01-11 06:47:12";"2014-01-20 06:47:12";"2014-01-18 06:47:12"
819;16;"2014-01-13 10:52:56";"2014-01-24 10:52:56";"2014-01-21 10:52:56"
820;32;"2014-01-13 15:33:54";"2014-01-21 15:33:54";"2014-01-19 15:33:54"
821;27;"2014-01-14 18:47:57";"2014-01-27 18:47:57";"2014-01-24 18:47:57"
822;34;"2014-01-16 15:05:55";"2014-01-29 15:05:55";"2014-01-26 15:05:55"
823;8;"2014-01-17 00:35:47";"2014-01-24 00:35:47";"2014-01-21 00:35:47"
824;39;"2014-01-17 20:32:01";"2014-01-30 20:32:01";"2014-01-27 20:32:01"
825;53;"2014-01-24 15:02:53";"2014-01-31 15:02:53";"2014-01-28 15:02:53"
826;69;"2014-01-25 17:12:26";"2014-02-03 17:12:26";"2014-02-01 17:12:26"
827;95;"2014-01-26 13:03:58";"2014-02-07 13:03:58";"2014-02-04 13:03:58"
828;10;"2014-01-28 15:14:52";"2014-02-08 15:14:52";"2014-02-05 15:14:52"
829;6;"2014-01-28 18:29:48";"2014-02-03 18:29:48";"2014-01-31 18:29:48"
830;53;"2014-01-29 15:57:31";"2014-02-08 15:57:31";"2014-02-06 15:57:31"
831;5;"2014-02-01 02:02:45";"2014-02-11 02:02:45";"2014-02-08 02:02:45"
832;105;"2014-02-02 17:03:22";"2014-02-10 17:03:22";"2014-02-08 17:03:22"
833;23;"2014-02-06 02:26:34";"2014-02-18 02:26:34";"2014-02-16 02:26:34"
834;97;"2014-02-08 12:35:59";"2014-02-15 12:35:59";"2014-02-13 12:35:59"
835;77;"2014-02-12 13:01:30";"2014-02-19 13:01:30";"2014-02-17 13:01:30"
836;7;"2014-02-13 23:28:08";"2014-02-22 23:28:08";"2014-02-19 23:28:08"
837;71;"2014-02-15 22:38:34";"2014-02-25 22:38:34";"2014-02-23 22:38:34"
838;9;"2014-02-16 05:12:46";"2014-02-23 05:12:46";"2014-02-20 05:12:46"
839;84;"2014-02-20 06:28:55";"2014-03-03 06:28:55";"2014-02-28 06:28:55"
840;52;"2014-02-20 07:59:20";"2014-02-26 07:59:20";"2014-02-23 07:59:20"
841;72;"2014-02-20 12:57:24";"2014-02-28 12:57:24";"2014-02-25 12:57:24"
842;5;"2014-02-23 04:58:21";"2014-03-03 04:58:21";"2014-02-28 04:58:21"
843;29;"2014-02-25 20:22:58";"2014-03-08 20:22:58";"2014-03-06 20:22:58"
844;49;"2014-03-07 19:39:13";"2014-03-19 19:39:13";"2014-03-16 19:39:13"
845;107;"2014-03-09 07:42:10";"2014-03-16 07:42:10";"2014-03-14 07:42:10"
846;76;"2014-03-17 09:13:13";"2014-03-22 09:13:13";"2014-03-20 09:13:13"
847;57;"2014-03-19 20:50:10";"2014-03-24 20:50:10";"2014-03-22 20:50:10"
848;5;"2014-03-28 22:31:43";"2014-04-07 22:31:43";"2014-04-04 22:31:43"
849;85;"2014-03-31 08:12:44";"2014-04-05 08:12:44";"2014-04-03 08:12:44"
850;29;"2014-04-01 06:10:03";"2014-04-11 06:10:03";"2014-04-08 06:10:03"
851;62;"2014-04-01 09:16:21";"2014-04-13 09:16:21";"2014-04-11 09:16:21"
852;49;"2014-04-01 19:50:57";"2014-04-10 19:50:57";"2014-04-08 19:50:57"
853;41;"2014-04-06 16:17:38";"2014-04-19 16:17:38";"2014-04-16 16:17:38"
854;44;"2014-04-08 05:36:07";"2014-04-14 05:36:07";"2014-04-11 05:36:07"
855;94;"2014-04-09 19:07:48";"2014-04-21 19:07:48";"2014-04-19 19:07:48"
856;69;"2014-04-12 01:36:24";"2014-04-23 01:36:24";"2014-04-21 01:36:24"
857;15;"2014-04-14 01:31:26";"2014-04-21 01:31:26";"2014-04-19 01:31:26"
858;95;"2014-04-14 23:23:25";"2014-04-24 23:23:25";"2014-04-21 23:23:25"
859;91;"2014-04-16 10:01:43";"2014-04-28 10:01:43";"2014-04-26 10:01:43"
860;103;"2014-04-17 07:46:37";"2014-04-23 07:46:37";"2014-04-20 07:46:37"
861;85;"2014-04-18 02:49:56";"2014-04-26 02:49:56";"2014-04-23 02:49:56"
862;26;"2014-04-23 11:49:09";"2014-05-06 11:49:09";"2014-05-03 11:49:09"
863;96;"2014-04-25 10:41:08";"2014-05-01 10:41:08";"2014-04-29 10:41:08"
864;23;"2014-04-26 03:54:32";"2014-05-07 03:54:32";"2014-05-04 03:54:32"
865;42;"2014-04-26 16:47:43";"2014-05-01 16:47:43";"2014-04-29 16:47:43"
866;46;"2014-04-27 02:21:44";"2014-05-04 02:21:44";"2014-05-02 02:21:44"
867;84;"2014-04-27 07:32:21";"2014-05-02 07:32:21";"2014-04-30 07:32:21"
868;91;"2014-05-10 22:10:51";"2014-05-20 22:10:51";"2014-05-17 22:10:51"
869;86;"2014-05-12 10:40:26";"2014-05-20 10:40:26";"2014-05-17 10:40:26"
870;46;"2014-05-13 16:07:20";"2014-05-19 16:07:20";"2014-05-16 16:07:20"
871;58;"2014-05-13 19:25:29";"2014-05-24 19:25:29";"2014-05-22 19:25:29"
872;45;"2014-05-15 04:40:52";"2014-05-26 04:40:52";"2014-05-24 04:40:52"
873;21;"2014-05-15 22:12:01";"2014-05-21 22:12:01";"2014-05-18 22:12:01"
874;36;"2014-05-16 20:42:31";"2014-05-27 20:42:31";"2014-05-25 20:42:31"
875;59;"2014-05-21 07:28:03";"2014-05-29 07:28:03";"2014-05-27 07:28:03"
876;77;"2014-05-21 13:29:01";"2014-05-31 13:29:01";"2014-05-28 13:29:01"
877;15;"2014-05-25 18:01:42";"2014-05-30 18:01:42";"2014-05-28 18:01:42"
878;39;"2014-05-29 18:05:15";"2014-06-10 18:05:15";"2014-06-07 18:05:15"
879;31;"2014-06-02 07:45:39";"2014-06-11 07:45:39";"2014-06-09 07:45:39"
880;67;"2014-06-03 23:44:11";"2014-06-12 23:44:11";"2014-06-10 23:44:11"
881;1;"2014-06-05 13:31:51";"2014-06-11 13:31:51";"2014-06-08 13:31:51"
882;107;"2014-06-05 20:25:00";"2014-06-18 20:25:00";"2014-06-15 20:25:00"
883;69;"2014-06-06 00:02:04";"2014-06-17 00:02:04";"2014-06-15 00:02:04"
884;24;"2014-06-07 09:20:15";"2014-06-17 09:20:15";"2014-06-15 09:20:15"
885;107;"2014-06-08 22:57:34";"2014-06-15 22:57:34";"2014-06-12 22:57:34"
886;41;"2014-06-09 09:15:37";"2014-06-20 09:15:37";"2014-06-17 09:15:37"
887;79;"2014-06-11 21:12:04";"2014-06-18 21:12:04";"2014-06-15 21:12:04"
888;36;"2014-06-15 00:06:35";"2014-06-27 00:06:35";"2014-06-25 00:06:35"
889;77;"2014-06-16 09:36:41";"2014-06-25 09:36:41";"2014-06-22 09:36:41"
890;41;"2014-06-17 03:01:16";"2014-06-24 03:01:16";"2014-06-21 03:01:16"
891;72;"2014-06-17 11:48:55";"2014-06-30 11:48:55";"2014-06-27 11:48:55"
892;75;"2014-06-19 08:34:04";"2014-07-01 08:34:04";"2014-06-28 08:34:04"
