"orderNo";"recipeNo";"qty";"dateStarted";"dateFinished";"discountMultiple"
1030;1448;88;"2012-01-16 00:00:00";"2012-01-18 00:00:00";1.49
1030;1883;101;"2019-06-01 00:00:00";"2019-06-05 00:00:00";0.81
1031;13;50;"2010-01-19 00:00:00";"2010-01-24 00:00:00";0.71
1031;87;181;"2009-12-16 00:00:00";"2009-12-19 00:00:00";1.13
1031;106;21;"2010-12-18 00:00:00";"2010-12-23 00:00:00";0.52
1031;321;80;"2011-02-21 00:00:00";"2011-02-24 00:00:00";0.35
1031;1128;147;"2016-12-08 00:00:00";"2016-12-13 00:00:00";0.22
1031;1267;39;"2012-02-13 00:00:00";"2012-02-16 00:00:00";0.35
1031;1394;26;"2010-12-08 00:00:00";"2010-12-12 00:00:00";0.28
1032;105;22;"2015-04-20 00:00:00";"2015-04-25 00:00:00";0.12
1032;118;31;"2012-05-11 00:00:00";"2012-05-16 00:00:00";0.76
1032;762;44;"2010-12-18 00:00:00";"2010-12-22 00:00:00";0.79
1032;1071;33;"2013-11-29 00:00:00";"2013-12-04 00:00:00";0.41
1032;1279;30;"2015-05-24 00:00:00";"2015-05-29 00:00:00";0.47
1032;1644;103;"2016-09-12 00:00:00";"2016-09-15 00:00:00";0.37
1032;1785;200;"2010-02-05 00:00:00";"2010-02-10 00:00:00";1.01
1032;1989;108;"2014-08-16 00:00:00";"2014-08-18 00:00:00";0.87
1033;97;129;"2012-06-09 00:00:00";"2012-06-12 00:00:00";0.03
1033;1275;62;"2018-01-06 00:00:00";"2018-01-09 00:00:00";0.73
1033;1429;198;"2010-10-11 00:00:00";"2010-10-14 00:00:00";1.07
1033;1563;75;"2013-07-23 00:00:00";"2013-07-27 00:00:00";0.72
1033;1719;86;"2013-01-14 00:00:00";"2013-01-17 00:00:00";0.15
1034;39;149;"2017-08-05 00:00:00";"2017-08-08 00:00:00";0.46
1034;172;9;"2014-11-21 00:00:00";"2014-11-24 00:00:00";0.5
1034;308;112;"2018-08-31 00:00:00";"2018-09-04 00:00:00";0.81
1034;342;113;"2013-10-07 00:00:00";"2013-10-11 00:00:00";1.32
1034;401;10;"2013-10-03 00:00:00";"2013-10-05 00:00:00";0.1
1034;659;103;"2016-08-25 00:00:00";"2016-08-28 00:00:00";0.63
1034;821;192;"2019-06-26 00:00:00";"2019-06-30 00:00:00";0.73
1035;143;104;"2012-02-24 00:00:00";"2012-02-26 00:00:00";0.07
1035;350;39;"2011-07-13 00:00:00";"2011-07-17 00:00:00";0.06
1035;921;174;"2019-09-19 00:00:00";"2019-09-22 00:00:00";1.1
1035;977;92;"2012-11-20 00:00:00";"2012-11-25 00:00:00";0.94
1035;1096;71;"2018-09-06 00:00:00";"2018-09-09 00:00:00";0.19
1035;1316;176;"2017-09-26 00:00:00";"2017-09-30 00:00:00";0.02
1035;1888;91;"2019-08-29 00:00:00";"2019-09-01 00:00:00";1.14
1035;1943;5;"2018-12-08 00:00:00";"2018-12-12 00:00:00";1.38
1036;132;124;"2010-05-26 00:00:00";"2010-05-29 00:00:00";0.79
1036;471;2;"2019-01-08 00:00:00";"2019-01-10 00:00:00";1.17
1036;820;183;"2010-12-08 00:00:00";"2010-12-12 00:00:00";1.09
1037;315;129;"2017-05-13 00:00:00";"2017-05-15 00:00:00";0.82
1037;519;121;"2013-03-15 00:00:00";"2013-03-19 00:00:00";0.25
1037;1892;104;"2011-07-16 00:00:00";"2011-07-18 00:00:00";0.48
1038;293;22;"2019-01-06 00:00:00";"2019-01-10 00:00:00";0.31
1038;986;12;"2014-07-08 00:00:00";"2014-07-12 00:00:00";1.17
1039;385;16;"2010-10-03 00:00:00";"2010-10-06 00:00:00";0.47
1039;392;43;"2018-01-28 00:00:00";"2018-02-02 00:00:00";0.17
1039;763;12;"2018-07-04 00:00:00";"2018-07-06 00:00:00";0.34
1039;934;2;"2019-06-10 00:00:00";"2019-06-12 00:00:00";0.86
1040;140;78;"2014-07-16 00:00:00";"2014-07-18 00:00:00";1.4
1040;324;137;"2015-07-06 00:00:00";"2015-07-11 00:00:00";0.43
1040;340;163;"2009-01-25 00:00:00";"2009-01-30 00:00:00";0.95
1040;1180;81;"2011-11-12 00:00:00";"2011-11-15 00:00:00";1.38
1040;1401;186;"2009-07-24 00:00:00";"2009-07-27 00:00:00";0.33
1041;74;119;"2012-08-02 00:00:00";"2012-08-04 00:00:00";0.62
1041;231;99;"2014-08-26 00:00:00";"2014-08-31 00:00:00";0.14
1041;472;1;"2011-01-15 00:00:00";"2011-01-18 00:00:00";0.83
1041;585;43;"2014-05-26 00:00:00";"2014-05-31 00:00:00";0.5
1041;646;87;"2010-06-26 00:00:00";"2010-06-30 00:00:00";0.18
1041;1049;9;"2016-09-01 00:00:00";"2016-09-03 00:00:00";0.54
1041;1068;108;"2017-08-08 00:00:00";"2017-08-11 00:00:00";1.33
1041;1148;13;"2010-12-19 00:00:00";"2010-12-22 00:00:00";0.23
1041;1243;128;"2018-03-08 00:00:00";"2018-03-12 00:00:00";0.81
1041;1374;4;"2009-01-27 00:00:00";"2009-02-01 00:00:00";1.28
1042;151;161;"2012-01-28 00:00:00";"2012-01-31 00:00:00";0.01
1042;897;1;"2016-09-08 00:00:00";"2016-09-10 00:00:00";1.49
1042;1591;197;"2012-08-26 00:00:00";"2012-08-30 00:00:00";1.38
1043;186;26;"2015-05-31 00:00:00";"2015-06-03 00:00:00";0.81
1043;241;143;"2018-03-07 00:00:00";"2018-03-10 00:00:00";1.47
1043;704;197;"2009-09-05 00:00:00";"2009-09-10 00:00:00";0.85
1043;875;16;"2009-11-07 00:00:00";"2009-11-11 00:00:00";0.81
1043;941;141;"2016-09-09 00:00:00";"2016-09-11 00:00:00";1.32
1043;1037;150;"2019-06-21 00:00:00";"2019-06-23 00:00:00";0.48
1043;1169;147;"2013-06-16 00:00:00";"2013-06-19 00:00:00";0.49
1044;42;158;"2013-06-27 00:00:00";"2013-07-01 00:00:00";1.36
1044;856;115;"2015-01-18 00:00:00";"2015-01-20 00:00:00";1.17
1044;943;154;"2013-07-31 00:00:00";"2013-08-04 00:00:00";0.38
1044;1107;89;"2017-05-16 00:00:00";"2017-05-18 00:00:00";1.09
1044;1146;186;"2015-12-11 00:00:00";"2015-12-15 00:00:00";0.69
1044;1310;4;"2015-03-21 00:00:00";"2015-03-24 00:00:00";0.03
1045;1139;109;"2016-04-11 00:00:00";"2016-04-14 00:00:00";0.19
1045;1304;76;"2017-02-14 00:00:00";"2017-02-18 00:00:00";0.16
1045;1738;162;"2011-08-09 00:00:00";"2011-08-12 00:00:00";1.35
1046;692;104;"2018-02-15 00:00:00";"2018-02-18 00:00:00";0.13
1046;791;12;"2009-04-24 00:00:00";"2009-04-27 00:00:00";0.0
1046;1341;151;"2011-05-30 00:00:00";"2011-06-03 00:00:00";0.67
1046;1449;153;"2010-07-28 00:00:00";"2010-07-31 00:00:00";1.31
1046;1506;188;"2017-12-13 00:00:00";"2017-12-16 00:00:00";1.04
1047;150;50;"2011-08-18 00:00:00";"2011-08-20 00:00:00";0.71
1047;396;6;"2018-07-27 00:00:00";"2018-07-29 00:00:00";0.35
1047;407;144;"2016-01-02 00:00:00";"2016-01-04 00:00:00";0.53
1047;1693;7;"2013-04-15 00:00:00";"2013-04-20 00:00:00";1.39
1048;293;178;"2014-01-31 00:00:00";"2014-02-03 00:00:00";0.62
1048;518;97;"2017-02-10 00:00:00";"2017-02-12 00:00:00";0.55
1048;790;60;"2009-01-09 00:00:00";"2009-01-14 00:00:00";0.47
1048;846;3;"2012-05-12 00:00:00";"2012-05-16 00:00:00";0.14
1048;941;13;"2014-09-26 00:00:00";"2014-10-01 00:00:00";0.52
1048;1093;117;"2014-01-29 00:00:00";"2014-01-31 00:00:00";0.02
1048;1539;113;"2009-08-27 00:00:00";"2009-08-30 00:00:00";1.05
1048;1592;97;"2018-08-17 00:00:00";"2018-08-21 00:00:00";1.22
1048;1652;78;"2019-08-29 00:00:00";"2019-09-03 00:00:00";0.21
1049;385;99;"2011-01-29 00:00:00";"2011-02-03 00:00:00";0.57
1049;811;130;"2015-05-06 00:00:00";"2015-05-08 00:00:00";1.34
1049;992;86;"2009-10-09 00:00:00";"2009-10-14 00:00:00";0.24
1049;1408;185;"2018-02-21 00:00:00";"2018-02-23 00:00:00";0.56
1049;1422;134;"2017-04-10 00:00:00";"2017-04-13 00:00:00";0.51
1049;1597;94;"2017-04-20 00:00:00";"2017-04-24 00:00:00";0.49
1049;1887;115;"2014-07-28 00:00:00";"2014-08-02 00:00:00";0.11
1049;1889;22;"2011-07-20 00:00:00";"2011-07-25 00:00:00";0.18
1050;840;46;"2017-05-06 00:00:00";"2017-05-09 00:00:00";0.87
1051;906;92;"2011-06-07 00:00:00";"2011-06-12 00:00:00";0.44
1051;1109;1;"2016-05-12 00:00:00";"2016-05-17 00:00:00";1.01
1051;1530;163;"2012-03-25 00:00:00";"2012-03-30 00:00:00";1.4
1051;1852;66;"2019-10-19 00:00:00";"2019-10-24 00:00:00";0.72
1052;31;11;"2011-02-19 00:00:00";"2011-02-21 00:00:00";0.31
1052;855;2;"2009-08-12 00:00:00";"2009-08-16 00:00:00";0.07
1052;1016;18;"2015-06-19 00:00:00";"2015-06-23 00:00:00";0.05
1052;1948;62;"2014-07-29 00:00:00";"2014-08-02 00:00:00";1.28
1053;194;22;"2011-11-02 00:00:00";"2011-11-04 00:00:00";0.83
1053;992;189;"2017-03-25 00:00:00";"2017-03-29 00:00:00";0.82
1054;362;198;"2010-08-17 00:00:00";"2010-08-20 00:00:00";0.91
1054;609;42;"2017-11-23 00:00:00";"2017-11-28 00:00:00";0.04
1054;782;149;"2017-10-25 00:00:00";"2017-10-30 00:00:00";1.42
1054;1992;7;"2014-07-11 00:00:00";"2014-07-13 00:00:00";0.67
1055;332;106;"2012-08-28 00:00:00";"2012-08-30 00:00:00";1.08
1055;421;178;"2017-05-20 00:00:00";"2017-05-24 00:00:00";0.15
1055;447;163;"2012-02-03 00:00:00";"2012-02-08 00:00:00";0.95
1055;1015;174;"2009-06-06 00:00:00";"2009-06-08 00:00:00";0.22
1055;1910;71;"2009-02-11 00:00:00";"2009-02-16 00:00:00";1.13
1056;450;80;"2014-11-11 00:00:00";"2014-11-16 00:00:00";0.89
1056;986;188;"2014-10-06 00:00:00";"2014-10-09 00:00:00";0.48
1056;1463;63;"2010-10-26 00:00:00";"2010-10-31 00:00:00";0.53
1056;1662;175;"2015-12-13 00:00:00";"2015-12-17 00:00:00";0.94
1057;1049;71;"2011-06-03 00:00:00";"2011-06-08 00:00:00";1.33
1057;1228;55;"2015-09-05 00:00:00";"2015-09-08 00:00:00";0.25
1058;878;107;"2011-08-22 00:00:00";"2011-08-26 00:00:00";0.68
1058;1185;133;"2009-10-16 00:00:00";"2009-10-19 00:00:00";0.76
1058;1583;199;"2012-07-17 00:00:00";"2012-07-19 00:00:00";0.79
1059;1291;197;"2019-02-17 00:00:00";"2019-02-19 00:00:00";0.3
1059;1298;97;"2013-05-11 00:00:00";"2013-05-15 00:00:00";0.21
1060;147;133;"2018-01-15 00:00:00";"2018-01-19 00:00:00";0.86
1060;203;106;"2017-02-13 00:00:00";"2017-02-17 00:00:00";0.82
1060;548;90;"2009-12-15 00:00:00";"2009-12-20 00:00:00";0.86
1060;1002;136;"2009-09-26 00:00:00";"2009-10-01 00:00:00";0.95
1060;1104;78;"2018-11-03 00:00:00";"2018-11-07 00:00:00";0.43
1060;1115;55;"2015-12-08 00:00:00";"2015-12-11 00:00:00";0.9
1060;1577;27;"2018-11-24 00:00:00";"2018-11-28 00:00:00";1.1
1061;67;140;"2012-12-03 00:00:00";"2012-12-07 00:00:00";0.85
1061;76;165;"2014-04-05 00:00:00";"2014-04-09 00:00:00";0.79
1061;160;91;"2010-11-06 00:00:00";"2010-11-11 00:00:00";0.08
1061;161;155;"2010-09-16 00:00:00";"2010-09-20 00:00:00";1.32
1061;204;28;"2012-05-30 00:00:00";"2012-06-03 00:00:00";0.68
1061;220;130;"2016-07-23 00:00:00";"2016-07-26 00:00:00";1.33
1061;681;105;"2017-08-24 00:00:00";"2017-08-29 00:00:00";0.05
1061;729;143;"2015-08-03 00:00:00";"2015-08-06 00:00:00";1.11
1061;1310;46;"2018-07-07 00:00:00";"2018-07-09 00:00:00";0.78
1061;1383;200;"2014-01-18 00:00:00";"2014-01-22 00:00:00";1.25
1061;1609;126;"2013-08-13 00:00:00";"2013-08-18 00:00:00";0.82
1061;2000;149;"2014-04-28 00:00:00";"2014-05-02 00:00:00";0.94
1062;293;65;"2016-10-30 00:00:00";"2016-11-04 00:00:00";0.54
1062;436;13;"2013-07-03 00:00:00";"2013-07-07 00:00:00";1.5
1062;478;132;"2016-01-02 00:00:00";"2016-01-07 00:00:00";0.25
1062;677;142;"2017-05-07 00:00:00";"2017-05-12 00:00:00";0.48
1062;872;163;"2017-04-24 00:00:00";"2017-04-28 00:00:00";0.51
1062;996;145;"2013-04-20 00:00:00";"2013-04-24 00:00:00";0.16
1062;1158;31;"2014-03-20 00:00:00";"2014-03-24 00:00:00";0.74
1062;1259;195;"2011-08-12 00:00:00";"2011-08-16 00:00:00";1.05
1062;1828;127;"2017-10-01 00:00:00";"2017-10-06 00:00:00";1.47
1063;223;92;"2016-07-02 00:00:00";"2016-07-07 00:00:00";0.77
1063;636;67;"2009-09-25 00:00:00";"2009-09-28 00:00:00";0.23
1063;1020;76;"2012-06-04 00:00:00";"2012-06-06 00:00:00";0.92
1063;1380;159;"2019-04-15 00:00:00";"2019-04-18 00:00:00";1.44
1063;1486;15;"2018-12-23 00:00:00";"2018-12-25 00:00:00";0.21
1063;1541;47;"2016-06-19 00:00:00";"2016-06-24 00:00:00";1.04
1063;1834;102;"2013-08-28 00:00:00";"2013-08-30 00:00:00";0.61
1064;689;83;"2011-03-20 00:00:00";"2011-03-22 00:00:00";0.17
1064;1447;131;"2012-08-17 00:00:00";"2012-08-22 00:00:00";0.54
1064;1661;193;"2014-09-22 00:00:00";"2014-09-25 00:00:00";0.99
1064;1778;58;"2017-11-17 00:00:00";"2017-11-21 00:00:00";0.24
1064;1852;158;"2015-02-03 00:00:00";"2015-02-06 00:00:00";0.8
1065;85;91;"2013-02-06 00:00:00";"2013-02-11 00:00:00";0.06
1065;305;137;"2009-12-27 00:00:00";"2009-12-30 00:00:00";0.53
1065;1371;9;"2016-10-03 00:00:00";"2016-10-08 00:00:00";1.43
1065;1430;169;"2017-06-05 00:00:00";"2017-06-09 00:00:00";1.2
1065;1734;155;"2014-01-01 00:00:00";"2014-01-03 00:00:00";1.26
1066;412;126;"2017-04-20 00:00:00";"2017-04-25 00:00:00";0.72
1066;1069;57;"2015-05-27 00:00:00";"2015-06-01 00:00:00";0.66
1066;1122;76;"2011-03-20 00:00:00";"2011-03-23 00:00:00";0.88
1066;1402;13;"2010-07-12 00:00:00";"2010-07-17 00:00:00";0.19
1067;129;167;"2011-04-23 00:00:00";"2011-04-25 00:00:00";0.4
1067;236;5;"2013-06-08 00:00:00";"2013-06-12 00:00:00";0.49
1067;1025;175;"2016-03-16 00:00:00";"2016-03-21 00:00:00";0.16
1067;1437;36;"2015-08-07 00:00:00";"2015-08-11 00:00:00";1.06
1067;1871;16;"2011-01-21 00:00:00";"2011-01-24 00:00:00";0.05
1068;87;22;"2011-03-25 00:00:00";"2011-03-27 00:00:00";1.35
1068;669;12;"2009-12-26 00:00:00";"2009-12-29 00:00:00";0.18
1068;1320;73;"2017-09-24 00:00:00";"2017-09-29 00:00:00";1.5
1068;1392;32;"2017-12-03 00:00:00";"2017-12-07 00:00:00";0.16
1068;1532;99;"2018-04-03 00:00:00";"2018-04-08 00:00:00";1.04
1069;74;134;"2014-06-17 00:00:00";"2014-06-20 00:00:00";0.22
1069;891;130;"2009-02-15 00:00:00";"2009-02-18 00:00:00";0.93
1069;1607;179;"2012-11-11 00:00:00";"2012-11-15 00:00:00";0.24
1069;1630;122;"2015-10-03 00:00:00";"2015-10-07 00:00:00";0.67
1069;1837;30;"2019-09-27 00:00:00";"2019-10-01 00:00:00";0.89
1070;900;89;"2015-04-09 00:00:00";"2015-04-13 00:00:00";0.53
1070;1166;58;"2013-01-11 00:00:00";"2013-01-14 00:00:00";1.08
1070;1207;171;"2010-07-17 00:00:00";"2010-07-22 00:00:00";1.13
1071;296;22;"2012-02-08 00:00:00";"2012-02-13 00:00:00";0.59
1071;908;177;"2016-10-14 00:00:00";"2016-10-18 00:00:00";1.32
1072;332;53;"2019-10-22 00:00:00";"2019-10-24 00:00:00";1.04
1072;412;112;"2019-03-22 00:00:00";"2019-03-27 00:00:00";0.64
1072;1160;15;"2009-01-23 00:00:00";"2009-01-27 00:00:00";0.05
1072;1712;33;"2017-06-25 00:00:00";"2017-06-28 00:00:00";0.64
1073;83;143;"2010-09-01 00:00:00";"2010-09-05 00:00:00";1.01
1073;156;35;"2010-02-22 00:00:00";"2010-02-25 00:00:00";0.01
1073;239;59;"2019-05-06 00:00:00";"2019-05-10 00:00:00";0.33
1073;334;185;"2012-07-17 00:00:00";"2012-07-19 00:00:00";0.79
1073;1827;18;"2018-06-19 00:00:00";"2018-06-22 00:00:00";0.44
1073;1993;199;"2011-05-27 00:00:00";"2011-05-30 00:00:00";0.12
1074;26;73;"2012-12-18 00:00:00";"2012-12-20 00:00:00";0.41
1074;515;62;"2015-06-11 00:00:00";"2015-06-16 00:00:00";0.03
1074;966;195;"2012-08-20 00:00:00";"2012-08-22 00:00:00";1.3
1075;187;196;"2018-06-08 00:00:00";"2018-06-13 00:00:00";0.83
1075;223;200;"2012-04-07 00:00:00";"2012-04-09 00:00:00";0.93
1075;286;142;"2019-05-16 00:00:00";"2019-05-20 00:00:00";0.74
1075;789;146;"2014-08-07 00:00:00";"2014-08-11 00:00:00";0.63
1075;795;76;"2019-07-17 00:00:00";"2019-07-22 00:00:00";0.5
1075;840;5;"2012-08-13 00:00:00";"2012-08-17 00:00:00";0.51
1076;54;196;"2012-07-01 00:00:00";"2012-07-04 00:00:00";0.45
1076;245;161;"2016-05-13 00:00:00";"2016-05-17 00:00:00";0.07
1076;1083;118;"2009-08-23 00:00:00";"2009-08-25 00:00:00";0.7
1076;1227;16;"2014-07-30 00:00:00";"2014-08-04 00:00:00";0.38
1076;1633;22;"2018-02-19 00:00:00";"2018-02-24 00:00:00";1.05
1076;1740;4;"2011-06-06 00:00:00";"2011-06-10 00:00:00";1.03
1076;1744;11;"2017-04-27 00:00:00";"2017-05-02 00:00:00";0.7
1076;1797;50;"2017-10-30 00:00:00";"2017-11-04 00:00:00";1.1
1076;1806;140;"2015-12-25 00:00:00";"2015-12-29 00:00:00";0.42
1077;146;26;"2009-03-10 00:00:00";"2009-03-12 00:00:00";1.34
1077;718;158;"2015-01-31 00:00:00";"2015-02-04 00:00:00";1.21
1077;918;79;"2015-04-16 00:00:00";"2015-04-19 00:00:00";1.0
1077;1071;73;"2014-11-21 00:00:00";"2014-11-23 00:00:00";0.58
1077;1079;40;"2012-02-07 00:00:00";"2012-02-11 00:00:00";0.21
1077;1329;107;"2010-11-13 00:00:00";"2010-11-17 00:00:00";0.81
1077;1415;32;"2019-05-11 00:00:00";"2019-05-15 00:00:00";1.48
1077;1750;153;"2017-04-19 00:00:00";"2017-04-21 00:00:00";1.39
1078;502;143;"2011-06-07 00:00:00";"2011-06-12 00:00:00";1.17
1078;587;30;"2012-01-17 00:00:00";"2012-01-22 00:00:00";1.09
1078;757;86;"2017-05-22 00:00:00";"2017-05-24 00:00:00";0.51
1078;914;198;"2010-10-30 00:00:00";"2010-11-02 00:00:00";0.61
1078;953;154;"2017-04-12 00:00:00";"2017-04-16 00:00:00";0.79
1078;995;91;"2009-03-29 00:00:00";"2009-03-31 00:00:00";0.26
1078;1032;105;"2018-06-10 00:00:00";"2018-06-15 00:00:00";0.85
1079;176;186;"2013-05-14 00:00:00";"2013-05-19 00:00:00";0.8
1079;287;103;"2013-11-02 00:00:00";"2013-11-07 00:00:00";1.45
1079;888;56;"2014-03-10 00:00:00";"2014-03-12 00:00:00";0.8
1079;930;147;"2014-08-29 00:00:00";"2014-09-03 00:00:00";0.25
1079;1008;112;"2014-03-26 00:00:00";"2014-03-29 00:00:00";1.12
1079;1142;187;"2019-11-02 00:00:00";"2019-11-04 00:00:00";0.55
1079;1182;97;"2014-02-14 00:00:00";"2014-02-17 00:00:00";0.73
1079;1778;146;"2015-05-15 00:00:00";"2015-05-20 00:00:00";0.91
1079;1923;64;"2012-10-29 00:00:00";"2012-11-02 00:00:00";0.42
1080;835;107;"2013-09-02 00:00:00";"2013-09-05 00:00:00";1.37
1080;1373;37;"2015-10-07 00:00:00";"2015-10-11 00:00:00";0.85
1080;1750;18;"2019-10-01 00:00:00";"2019-10-03 00:00:00";0.64
1080;1855;180;"2014-11-15 00:00:00";"2014-11-17 00:00:00";0.37
1080;1910;93;"2015-09-12 00:00:00";"2015-09-15 00:00:00";0.25
1081;1146;107;"2015-05-25 00:00:00";"2015-05-29 00:00:00";0.13
1081;1334;34;"2013-07-04 00:00:00";"2013-07-08 00:00:00";1.47
1081;1724;101;"2009-08-23 00:00:00";"2009-08-26 00:00:00";1.06
1081;1951;61;"2013-05-19 00:00:00";"2013-05-23 00:00:00";0.43
1082;152;150;"2013-08-30 00:00:00";"2013-09-02 00:00:00";0.14
1082;523;24;"2013-12-25 00:00:00";"2013-12-27 00:00:00";0.68
1082;732;168;"2017-09-28 00:00:00";"2017-10-02 00:00:00";0.42
1082;908;145;"2013-12-02 00:00:00";"2013-12-07 00:00:00";1.31
1082;1450;194;"2013-12-13 00:00:00";"2013-12-18 00:00:00";0.02
1083;118;3;"2015-03-03 00:00:00";"2015-03-07 00:00:00";1.33
1083;209;90;"2011-08-21 00:00:00";"2011-08-23 00:00:00";1.12
1083;245;57;"2014-11-21 00:00:00";"2014-11-23 00:00:00";0.05
1083;589;165;"2013-09-09 00:00:00";"2013-09-14 00:00:00";1.33
1083;652;148;"2010-06-28 00:00:00";"2010-07-02 00:00:00";0.31
1083;1590;195;"2015-12-23 00:00:00";"2015-12-28 00:00:00";0.94
1083;1813;67;"2012-01-23 00:00:00";"2012-01-28 00:00:00";1.04
1083;1947;48;"2017-07-22 00:00:00";"2017-07-27 00:00:00";0.01
1084;269;71;"2012-05-06 00:00:00";"2012-05-10 00:00:00";0.2
1084;437;17;"2018-06-09 00:00:00";"2018-06-12 00:00:00";0.15
1084;540;53;"2018-09-08 00:00:00";"2018-09-10 00:00:00";0.42
1084;630;58;"2012-02-10 00:00:00";"2012-02-12 00:00:00";1.38
1084;1986;89;"2010-07-12 00:00:00";"2010-07-14 00:00:00";0.22
1084;1992;165;"2014-07-07 00:00:00";"2014-07-10 00:00:00";1.02
1085;41;6;"2011-11-19 00:00:00";"2011-11-22 00:00:00";1.41
1085;200;125;"2014-12-15 00:00:00";"2014-12-20 00:00:00";1.26
1085;461;118;"2011-04-21 00:00:00";"2011-04-24 00:00:00";0.75
1085;1218;59;"2017-07-29 00:00:00";"2017-08-03 00:00:00";1.35
1085;1827;125;"2012-08-26 00:00:00";"2012-08-28 00:00:00";0.49
1086;347;41;"2016-10-12 00:00:00";"2016-10-14 00:00:00";0.1
1086;853;133;"2013-05-28 00:00:00";"2013-06-01 00:00:00";0.02
1086;1185;192;"2014-09-17 00:00:00";"2014-09-21 00:00:00";0.69
1086;1499;89;"2016-01-06 00:00:00";"2016-01-10 00:00:00";0.96
1086;1826;171;"2013-08-29 00:00:00";"2013-09-03 00:00:00";0.6
1087;171;35;"2010-06-05 00:00:00";"2010-06-10 00:00:00";0.02
1087;593;196;"2009-07-17 00:00:00";"2009-07-19 00:00:00";0.23
1087;603;115;"2017-11-25 00:00:00";"2017-11-30 00:00:00";0.42
1087;909;189;"2010-11-05 00:00:00";"2010-11-10 00:00:00";0.88
1087;965;46;"2018-02-18 00:00:00";"2018-02-23 00:00:00";0.8
1087;1410;9;"2013-08-14 00:00:00";"2013-08-18 00:00:00";1.38
1087;1565;66;"2014-11-29 00:00:00";"2014-12-03 00:00:00";0.52
1088;1783;144;"2015-01-03 00:00:00";"2015-01-07 00:00:00";1.05
1089;558;85;"2016-10-16 00:00:00";"2016-10-20 00:00:00";0.85
1089;579;176;"2010-02-21 00:00:00";"2010-02-23 00:00:00";0.21
1089;1317;74;"2009-09-27 00:00:00";"2009-09-29 00:00:00";0.91
1089;1318;43;"2016-09-20 00:00:00";"2016-09-22 00:00:00";1.44
1089;1857;105;"2009-11-27 00:00:00";"2009-11-29 00:00:00";0.72
1090;66;163;"2016-07-27 00:00:00";"2016-08-01 00:00:00";1.38
1090;403;158;"2014-08-01 00:00:00";"2014-08-03 00:00:00";0.25
1090;1047;84;"2014-10-06 00:00:00";"2014-10-11 00:00:00";0.96
1090;1087;31;"2015-09-15 00:00:00";"2015-09-20 00:00:00";0.83
1090;1370;179;"2013-04-11 00:00:00";"2013-04-16 00:00:00";0.31
1090;1462;64;"2012-04-13 00:00:00";"2012-04-15 00:00:00";1.01
1090;1503;157;"2014-03-15 00:00:00";"2014-03-18 00:00:00";0.52
1090;1530;104;"2009-08-12 00:00:00";"2009-08-15 00:00:00";1.22
1090;1620;166;"2019-11-17 00:00:00";"2019-11-22 00:00:00";0.29
1091;131;149;"2010-11-14 00:00:00";"2010-11-17 00:00:00";0.09
1091;397;135;"2016-12-19 00:00:00";"2016-12-24 00:00:00";0.67
1091;613;172;"2011-05-30 00:00:00";"2011-06-01 00:00:00";0.45
1091;1118;180;"2009-03-13 00:00:00";"2009-03-16 00:00:00";0.65
1091;1667;4;"2011-07-07 00:00:00";"2011-07-09 00:00:00";0.71
1092;1028;29;"2010-05-25 00:00:00";"2010-05-29 00:00:00";0.65
1093;603;95;"2011-01-28 00:00:00";"2011-02-01 00:00:00";0.1
1093;755;38;"2016-03-28 00:00:00";"2016-04-02 00:00:00";0.05
1093;1181;121;"2014-02-24 00:00:00";"2014-02-28 00:00:00";0.38
1094;460;15;"2019-03-29 00:00:00";"2019-04-02 00:00:00";0.21
1094;534;40;"2009-07-15 00:00:00";"2009-07-18 00:00:00";0.64
1094;1574;170;"2013-02-14 00:00:00";"2013-02-17 00:00:00";0.89
1094;1745;100;"2018-02-20 00:00:00";"2018-02-22 00:00:00";0.78
1095;1177;8;"2012-08-01 00:00:00";"2012-08-03 00:00:00";0.94
1095;1667;106;"2013-03-08 00:00:00";"2013-03-10 00:00:00";0.83
1096;434;26;"2010-08-16 00:00:00";"2010-08-21 00:00:00";0.83
1096;502;72;"2011-04-21 00:00:00";"2011-04-26 00:00:00";0.21
1097;99;62;"2010-09-02 00:00:00";"2010-09-06 00:00:00";0.4
1097;806;48;"2009-07-01 00:00:00";"2009-07-05 00:00:00";0.13
1097;864;166;"2017-01-07 00:00:00";"2017-01-09 00:00:00";0.7
1097;1166;193;"2014-01-22 00:00:00";"2014-01-25 00:00:00";1.02
1097;1248;156;"2013-11-28 00:00:00";"2013-12-03 00:00:00";0.99
1097;1461;112;"2011-07-01 00:00:00";"2011-07-05 00:00:00";1.16
1097;1702;84;"2011-04-06 00:00:00";"2011-04-09 00:00:00";0.83
1097;1856;124;"2017-01-03 00:00:00";"2017-01-05 00:00:00";1.1
1098;87;165;"2009-06-15 00:00:00";"2009-06-19 00:00:00";1.29
1098;90;166;"2019-10-30 00:00:00";"2019-11-03 00:00:00";1.38
1098;133;75;"2012-04-24 00:00:00";"2012-04-26 00:00:00";0.48
1098;307;104;"2010-04-18 00:00:00";"2010-04-21 00:00:00";0.37
1098;364;52;"2011-01-02 00:00:00";"2011-01-07 00:00:00";0.87
1098;851;6;"2018-01-04 00:00:00";"2018-01-06 00:00:00";1.34
1098;1143;113;"2009-03-11 00:00:00";"2009-03-15 00:00:00";0.83
