"recipeNO";"recipeName";"categoryNo";"instructions";"qtyPerRecipe";"estPrepTime";"estCookTime";"qtyOnHand";"stdSellingPrice"
1103;"nakura";102;"e5G*Z$twc@KtKdSfZzx!ccc#]QxVg%90rxu7WZD^QE6%8ou]sHcQJ&7&yE5dUI02yp@b&lHRZjPx1oqmnQg2U4ynV(2s7$]4hbO)bgZTEiRIf1v@[YtJZfzF&xlNie]jhmZNWfDCTFwsUYPSsvpKzi";30;23;7;392;254.63
1104;"hiwcu";103;"@kg)D8][QzyF7p(u0tvgUrt%Vc4l4vt&iODO45Tx1#QIj48NgL]XxF[rzSn41L@g33oQV[sXF8)L(J[taUs5W@BEn9PfLSqd%IBtC)%qZYri*^QR3$FyXP($[Y!y6F^Cw[VH&AnyEriV32XZ^tu#Ux";4;28;99;362;371.98
1105;"bu";16;"WGbECMtktrD3RYsyh%KUzOuPGWkGZ7wFS8[tu1L7]H1wh0i9qXA[uNzt5E3vehw$2ZPH6[jJYLNWs9MvSAmTDI[nLIWGB@s$H$jjjStVxbw*CSJPusPMZWk(jycDiVtrqD96jy]o]ANxZr&HM9d^so";14;49;89;855;30.9
1106;"jes";96;"DZOmNu[C7MJS2&fJ3gfpVvHD&rOnT4X8%%5TmmpW[vE0QZyG5u^KAzAcAr^OYhC(G1ghEl)@Sfl)bp5sas@4#jC)0n9gU)iSW2Wsxv^kPPUEb%([Y7s3Sszdz^yg!sYM3HLL[ESGS&)dIU2H2G&tPM";9;58;74;673;127.51
1107;"lij";9;"uT@Y^40xy)1^jwdXzTmXzZ$&j4GyCVjg@&uBG1*udzF4f0k&OtNJgmH(bc7zGrOMZKA7rrWSYbvcrQ$jl@f@niy*ZiX]sDEHsGhSc0FT%]u2RTN24XvGZ4qDO%Z9Gov1g5mWJD(von7aVu1xOzT9B#";46;1;62;936;475.48
1108;"od";8;"@lFixDVd]Z%tHp$^[08Qf@!Z0atv9]O@@4CNc0lJw8@R[(Fu7Xt&HtIpNd5EAJ6@^01pY9QTIOPUfL%D!blFWIlTQtQVb)%5Zd5sCZ^sE2DDyo9r3FjRS75M55zW%n3okvig]w[jl01Fvcsm259gJ8";50;12;51;25;208.4
1109;"tor";80;"osaaABtxPOF)u[Wuef(IzwVdK^H7CyC#w@7*geX^uUCSYQ0(O[1AL2cQt@!hjPGYP[etIuG16d5quLuHxrXR8KAl0nLPAyG*u6*Ja1g#N9Zp7y1$b(s$JM$BIjX#YkfUx*Pdz0MNT5GZk&HYs$(ylb";32;56;1;349;464.34
1110;"na";21;"&ODz5UVY8yLgw]fpr8K@[KxJbpuGK0!#)j&rg1^^2ogBrjxdSfTFXOLlIH5^B2!3Tci2lw#]]]imah!KUPJ5guWIyTPzl%!mD8jbqV8Lls9W2wTd)qcLgRw]xBraRQ(Z6G4&$U[Txa&a05oI1nfC)e";45;30;77;842;87.49
1111;"du";51;"%rTX#hBV%d^24]2TfN]fS]c0]WEUazyfXDuhseSyVry]cOEg3d*Meou3NOX*IDS1TH]tUdWEzMj2pjzBokUCztBBQ6RMW*M&&BGo)LDvgU*7aIB(bdv6aMO1SfkFM[XyP^!s7$6fQ*&bq5jUHAYjrm";2;3;42;829;341.91
1112;"pi";74;"i)gjxkxd]UJnhrntVUV6tiB5A($9NV(vdAArIh)V$%o%y8qb(uG1s1@7svUj$nRZP@lA[FDZr8#*HSdBINHg2Qqhz*h]uy2#5@(QlYtG!y9@]ngs%QxTSHGyDavypYhLqVFoVyskmTVOQYKAf6RJqa";38;22;75;443;215.26
1113;"dakuduc";79;"BVLNx9MZMpqx6q2m!tdn@v7xfn]$45$1OnckZQ6DE1y5DtO7bH$aiw@*kPC4o9qe7CK&zfcD0zSjSQhmxqQMx7t]C^KTjtAKzvqeo5KD!LJ%io0Xlt8sueRu)#5l!*Xt9C2T[l]MXm88wpbV7GcLvl";3;31;30;676;129.5
1114;"hi";29;"6Kz7AUixYMhBSa*vbLMsOD8wqFQULf0Q]8LwIKAveirAEgBU#$dC#!*489pF8)mLqt2^0)m9qh3YirhFZoW]O1U!mKrh0RSE0!CAd26ifTemg4eFu*O4Ju%dmxc]qZil9Lbr4YDe5ZE]3Oa7waFCsG";14;22;1;618;358.72
1115;"upa";102;"gdv4&0ExR(Rq7S@j@0OdUqe3*9#QjPfXj*B5ba@O@7SWZV)dVndCrQ^j&FnD]87CCReJT)9Cs4!aQ0ktY*)7wq3)x*WA6Hr(ASH#NLXeecIEj(%c8s(TKoRD6aE@]maXImOhu)xabpqWbD4DFtrH)H";5;1;24;910;272.79
1116;"lagovaw";8;"X4de)DoSO@kClnZ!I6Ige$Tp@fXAP2B3dqHT4f6uZ)VEjULWul5i(E(ieRV(2Ed(9KkcUvlLhRMv!MzD#tBz^DMb(hZE%g1e(ogq]nH]f[Jajo45$Hyxg7]VI0mzbe5qsZS8b&deVdISwjIZ$E1Oa(";40;32;14;679;173.42
1117;"uni";76;"dTUxl2%]d25!aw)ns%c[%8g*x*!]k)UUyyQ2b&$lSvjUkF!459jl!Mp6vyHeU!dBLYPV!]4Il44W[rC6JS7y4S#oyn)foEO1Wsvvjac8j11nss116UuZgyCdoNtSGDR^HlU8xDdKveiOxMNrWJ@vQC";9;19;2;747;303.11
1118;"mode";100;"#^x^#OxmPn8OuD13sB[B%I56Z#8w9@Ajc8bVqvtgf6Y0njoKGoqFfhGuG#RIPClq8bENKS1EbVAm0jay[j7FwKw#i61ch#mSH9ZTD9ttra%XyOIdjzB!MRZ%nHGP3Qwjdm1ZfcL2bdR4a@JB35JS8y";3;9;26;815;178.22
1119;"wup";78;"aQ0OMyW)9IDGaF0wTxc#]jj%P909xjfhm5$6OKO]5M[(M9cb)9f7PfkhuwHNxBgr445DNEk[PN3(GXod8[q]78qN)HzbgUSYHpyUI#uNPppksvpd1*lI(s]Lwu@07ZYLR6]61Hjp9ZKU^W4bxtRriW";42;54;53;48;124.21
1120;"asbu";29;"EO]RfRqB04FZ(7C%2ZcPBsz0Tg5VHIDQt9ijMf2qjFcuQ4!G(lSBYohBZ11#znr]&rrDm!5TEIjUzcN51Dwk*^GCAqb07yLlxO3DsbBfPW4F2dTNIbqObc@l^dXLN!a[Z^xFc%fUzK0^7Tonp([bxL";19;11;4;607;127.57
1121;"fa";37;"2NsFES4@qmAn$jM0TYcMCBrI^wV1spE#Yq%HT3YX@2w[@%R#Nklfgw4GPVAniFEH@839l!J3X$NS!s7kwIHGq5Sz(oAT]qcQr@Ja)tu^7GiARGoh^DbOEmT6HHWsPYJdRe)tXLG*Bd3e7KRnh4lO9A";47;35;9;27;260.63
1122;"hosaabi";77;"BYPom^(vXP*^U1G&5F6qiIRohF7biW]mVhmxy^Xw#UG]Xj0mclY&7biuQLQzP$42c[CY6BNr45d^$oL8Q]YkH(vG@[PAlzin^gHo1@2YsKh]O1Df#&0qlSo4fBjW6X7fd!*SLA6Jw44PJQ%m$[IaMh";44;11;66;213;323.26
1123;"hine";44;"qRJFcLb3]1mJ6W[1RDZX)t9kFGcU]LxjLEICXwRCRn5m&bkRXaThMtPNXxkGI*MloW9!dsaq!trGgRS4wOaBsME9CE]wcBzrR)!BMcqXP4zn#)h&0c2R%[hx4MI[$!ar!BfhQF@YW(#xu$iuORqR(u";22;39;107;812;472.6
1124;"udoveiva";26;"%4V*GlKI!XkiZAMMe^g$WsptX7X%0Dhy96mvpW]A59J^%G$6U7S5$6mp6iwNe1$z[JcIFMlkt!dg8*&w3W5t[HwT@dUCKQhgYqMxgv391oOrJ&&7]hdLuN4$4U]6RsefS)SUV%E@HsEf%IT*5hZ9G8";15;39;51;503;309.96
1125;"sovnur";73;"35sOBm3z*XVWwjRpmpfhZ%1CKw&KNDTQSCRnppvP(VK7B40xb3Ca*3!r!zJLNjH8QHE&gG^vu@Nc@[SDjh7slHCT0Jv%qU5eB!]9g6lGZX4Dmk7#ZQzN4cK$0a8FX%w)b5xgS%Zx#zoG$3wC@Fynl@";7;1;103;919;335.2
1126;"rajven";56;"^wH[e@]Igz!zt8HJbFr[CJ&42&iY!bPoRpS1rcfbbglM8UJx1][oV5!Gwxo9#$!CMeM]vHi1]DchPANqiZ7(!PVJOgj]In[SI*mYC]dWH&I4zkAey9]rmqa4HbAcCgUd*8dH$BXwpMC@Zg3r0o#29(";39;38;79;753;308.3
1127;"soc";78;"QQX^1bRa*jtvCtvGHYVw%zXUNX3M]gx^PXjHT9%$cTrMU&6dziJqkES(C7(8ZrMakL36M2$g][CWfBVh$Zvc^gi9pa8ZMkV3aZ^b2HFp9)n3nVN7VSntnS$T!p0mJXu7*q)RFXko(AqM*TaM]de&lf";46;46;56;146;352.97
1128;"najjo";82;"s8!@KRlo6e3KL)u^)T1)$$m2CBxfslJAOfRcD13E@&wx]yuQ[W%knllkiunm7!h3(z*nHDVc[Dbz[LrbT0t$*VC4ViaD5Db71ITIluvI5A#lll8Xpzc3&uef4uUYSfTwM5H)*&9i](jsv0Zaq4##9^";18;12;98;45;391.36
1129;"gowjomidu";66;"9b&o3OhYVVCT%g7mtHympa@SpI[n1(TG!%NfabWr[0@AK25rq8h]PABC(uQUPq%puNz0(E73OE]DlCcEwF3MZO#D1IpWjhq]^!$KEec#9#g@gwa)(0CcIg)crDRUV0b@rPProBmPkvOmPUun&0]Acm";33;48;80;97;143.43
1130;"saneb";90;"ZW2e0Jb(v*&7GyXd1m(J@ZXTyynt^hqTd$L)R^IjusDmKuf*mRX#6$I^4x5$UtL0uD2Tb%ufM#a8nIu5UlL@w!VuuiRFD*yB*pox#Z&YSgkeE(kJlzfcRQd5gT0Z6xxuz)0bHdqQF3KFA#xVJ@&36#";31;10;120;156;207.35
1131;"gim";25;"Qgfc]3rocUvzeNmshHeUtXRs%dHMRcJ#@hO#lbV%08T4rU3vhfXnQjjW2W#zSXqKRM%WYAcIFjDnC4yo]s6Z[CkxoyunV^jc51AuY7F5F9H))DQcic5^KL&c8$n5jX]lKQ)YA$Fb2iyViPb]kjEJ*j";37;36;0;760;403.3
1132;"ninu";14;"q5&nynrp[b0YQ&87Ohg!BeaDZopzgVP[ecEMBmZEFieZa#NsA8l6t(fQlv3aiSOi#gK^FY2$udyYvh$$&XsJ#SsR79hDVQxlSUE&6pr0dAYOL[!dK!gf@U*W1gBZjZz^1Vp$(]yrU#W3P3h)oGeI3q";45;21;21;493;444.5
1133;"ker";17;"NyCWZW&q(iOW$Ei@djmaF#X*QXfqRX%XsM4Qzi]NOw#ZhjiL@um1kb4@[73Tg5tLD#m%L0EsU32fd46LSAuwsp$f#KgYl4r7hPiLM!2I#2C#Fu*dGxotM32zmja@EyYgFieuLI@DPnyjy6JenOnfyu";28;47;95;41;291.62
1134;"lo";16;"*SeSUKMoQ6P#2$OziYuJt%7i1y4Rh*^G(aAP*D33rCcs%ID#g7j)TLB(ukuRdqmQvE181aZ7@Wb)!^xiy2]mn(Ix)8H1xX2lOcl9zOAHGLaejMCdU8N1AUK[$v61c8fNEU8(m)a%fTs[SksbW%wK$&";15;5;94;70;498.82
1135;"icso";15;"4V6T5B#s*BTXnNMMYrRb6]NQ2y51mpmFKlrw&MQ1n!^pJUL$NUzB(kOh#pz8]7K!vi@D!]9Z2x5DEM8mRRK90lx6EHYbr5j6f!7s%gKBXsI6DZOGu9lzu0oLWZNJ&S5@^QpFrpgvyBFptEh*DBvXX(";9;17;96;641;239.18
1136;"okhuz";78;"eRybzc%tQTc(IxIVpLm]z^I^43stiH$$LhwAVpgPtOz%Yxp914*F)1If#O(&iayph6l*DoU@RMns(H*l2ZcbeM4VrYkxtTCL5&LjgcWHYOG$iH0b&qF50MJfEdQ)URPu(gU%@D0Z7GaL4FBtiwV]au";31;47;53;446;19.6
1137;"fevfulda";39;"%V)Bb9bePMmvHB$I%9w$Vw94o[u@]1ES4XL8CKzlD8gK([dVXY]76!V^fP(xDmPeZqooaWByA0SQxmBJJmbpV(g6f(1CRTi7L3j0&#kB)Z!%TP^nB2(w1)Kw8jybpa]$X352JA)^EWb6^9pT]BOX1i";7;32;66;296;114.71
1138;"tafegva";13;"wvZOgWjrOfCJRaCn9@TIWAIW[LYKvwBPXCg]&y8Oc6(jCsu[0)7Z(Rao*sZbVNH@V0UzEGZw&8m!MJxkeqR)dpU&gKe6WAgWHibSkdneSRYa#c]i]oCp38!n^eKy0IdOd8^Y4SjpIVL$r#K0t94XJh";8;52;46;892;4.6
1139;"garbow";40;")%!1Xs]!Fkk$yr7ZTUwuwUROG4jWnZkInBsdtmCuU*d4PN%oS43jcOF)6MMDzxXefvH07ZoMK[PJ1dBrs%cJ83EZT2RsLTij7Fo245C8FI)kL4f3o(%X(#RU2FE[!Bymn&Sp735J07gj4tg9D$nP3J";33;6;72;473;353.33
1140;"uriwaod";84;"uqbYh9IR(gkXq^21jBXaOfS2G#7URf#*HgWU95EM6o!UxZ4wcgdxXMOWQN0!hYfrPF&zlen!]C((pwTKf4C5E4#K$fRpynjrYf!pu82Zbe^zuZ[fV#oMFJctpudMvzxEhVjruG6UhClfb3xTdYK6l*";47;38;70;149;88.58
1141;"erim";61;"qBnDxQ@g@DT()rvViXz]2L6wZ(gg265Eg387J[MuBQWhabLfMqC%tR^gGSWYUq6Ve3etZ(97D!9f43*7$TGRm2!F3v!5k1%U)GbJK%mZNGH9GQs8hnm[NM4oRSYR50j)DlpOQ@PgPWkwxeg^j%NzoX";46;41;91;145;466.12
1142;"pin";76;"b51N8iZ^E71SMXk#BC&36K*USmwzdA0WH1O4IR3EqwyCLUQ^e]w&t]iXUjuu78c7N6pjwrRvYDoBSe72qYpVz)Jr8adoIh*4ROx#RH^*NSS2@OpZo1IWnYO7aejnJX%akuG6D6UQU8^KlBdcDJ$6Ms";19;8;107;174;158.81
1143;"rubitu";61;"$U7&^!3s*2!f]sROrJfz1m0w[Ad44b[j*Q!bPS!cJhAIdv3boBZ]SZ7xQ1bMu5yXggezwIBuJOog#6iL2rLrMsmn6*@Gwzg]$TXlFByjUO#Q!mVW14%e*HzE3]M^rGA*sPNum&siLUl^q(1&P#3UOj";42;35;32;328;369.8
1144;"bewatotef";12;"]%]u6pjKyjT&b#]4[ccAj)Ue)B41wrH0EF%]KwR[w0l[L&SXIX4GUUM!mqG)jr[S5Cv^O(SCEhAhNO&m%K4KtDFh)13k5J^ykkxHjETtx^[]IF]z)&7IpF4A3YfG0#[[0FOWyMh[Uwu6vM]KGGLi25";24;19;64;315;116.7
1145;"hufpum";29;"!EOnUWPRsJF$$1Pye7Kb8hOXREqYYo5asEA98UgrjViXEIoHgtvxgWYnDNxv(yYu&dd@54z&Vp[ry^tLo(e#w2jAzhR5bw(8BHAq4ai3xfj2giqMHUL4o1FP48LBnOa!khd*@mOHDO9!an49EFRucI";18;57;73;158;206.59
1146;"canabto";100;"1SPxHjKZZveb*PZJSWL2r@s6sL9atC61^%*A*NkMo9&rm6sRIuu67VUTE)D1ZIx2dJwtAIo2EtK2]*7OOwTLM7PM$xQpt0JqZ7ZEsMgq8XBXHX95J)E&2@S^d[Z])i1JP!SLgY9[X4iVVvihsE#yfN";17;25;8;264;233.51
1147;"cetobmul";29;"xSSIbP^9m@0UQ*FENxGfKS$M1Ena]V#@R6hNAgD*k6xz**cCRvi5[JTW5LGcOwhK75)h]mZNSu3b]J5KqB#xOyZcn6Uw14g5#U$(B0hg05b*7($Sa!^1u!Yy7R%(Z0Vw!3%iMu0TFiTAp)VUHygYXy";17;39;3;724;191.25
1148;"fucusror";38;"jrxkjOj%)6Sn@@g8T1oqmAifq[Z]7(1GdXSD4hQ73V*$rxxE4OLhL(O9c72VL$L[khMf[vJhgrvOGO0oooQCgxz0*[BjNK[(Pr@LUMFzLE#NDDYHgjh&hOh#6l^m#a4Vh!2^m!*(d6Kj3][clo^wod";1;51;42;742;219.24
1149;"nojipu";49;"F*CIvXtke1&6UCnUfPwlPhpggD6$4A4&5dpmHu&qum8q9xyMBQbmpPN^!fQXHgJ5[hg[@cKj#ZLAm]2IOFxTBe&GDc3ssW6d85l#IJFyRR]QqBqcAIGl3zun7[!w%#Pkrc7!%nvIUGTyJ6K[k]pcAZ";28;19;18;195;308.23
1150;"arielu";62;"EZ[!^fftTOPR$1s^I!L&kvGS@w)%X!]#[^CTqsRF3nM*#X9)i5CjHjhUD)1NL*CxdYVUAIGxncvnDTNcwu%WvrC!liz#!tNbjG*aAYd@vtWdjd*mx]E2*3o&OhaxAzYaz@vMV(!1foYV7Zev]]5oCl";24;40;89;727;26.14
1151;"has";24;"76*b0F9lvQzIq[J[$GIWftk9KFUqe]Mx#bb(LA0AGoY^$VMVZKM6jGFC*NphtVgmmK@o@T]drux&Sy6)8zQd*96F4oZ@JZ)lO(lzg1zjoK3tf9tSR5tV2C1FIWLgsIXt05t&kF*r&)KecBKHRhDil2";31;57;79;917;133.37
1152;"ful";24;"GK0j36jr&7Y5ijqmMbuB**2YVLr)BwFcunp*GU%h$4BF9rY2f67Q%]GOMsqmq0oVd*fNHpLr]&G$yu0$m)0k&PNPs^#EYtigDbVXGf12tsCvOUPV6]ZWEwOaNM)jyi83CQ&*&v!]^HLjbHOvY4$i9$";29;44;81;852;188.93
1153;"noesagi";28;"gLR]B53*Gedi(BP6R13eQYs1#E%d)H32iwl)JyIpGXsAbi(LeJEgU(#0k&F0]aNpxQa*(f!eQ0SHibTc4iNpx5npn3*^VPtJz3$[UboofhYTYEpmaop*A*Bx[XycfE4jT!xx8J2SQ]@H&1%Aqvrnf)";27;16;105;105;348.9
1154;"nerit";19;")]#YBX#6#6zveK%cE6racyZz6Qv22YkPHd$ZR[j#Wn0M^kfKEgd0By[&Yoj*WcE*D7ixzkBDHF@LBqDA*Y7OqEGFt%oNBraZ#tFODPDYA41oNw6OfqlHPZTn)LloZ@gD2AVuuUG(ll(vn6]BYFcJ@B";25;16;96;926;256.48
1155;"pe";30;"Fg*B[&(iUbJ4Eh10K(5x#Q3uIy8]ZdGviGPv1JR8%F*BugJT[RDYX3KL&g&U&dD8W1TiY0[d0Q5XRl0rR4xJiYxo$PQ8VXLcCs6Ya[&qCkIGfKvGol^[aa#JujXr4[(74YH*T!(RzjN*^*f2zTdON%";46;27;115;682;18.49
1156;"bugu";84;"sTsf^2y8oKLXvtCCWfpMakLuj8BJ)kY$#5*yMTP&#bbZTv(y[!ztKVNx!GF(X*K9SinCcN6)DbP0Th(4gfS2]]tNTPpfo]sI#9aI*%&^2Phh6(zRcKiHxEdB9zehq8$QeSVctfBAuy^vTeuFAQPvvt";36;8;17;612;144.79
1157;"ajda";21;"fNLyMJHiY$sinOcv82ZVTz1m%X^JDlxZUYDqdN3NKka9m52aDE2uKlGcMhr!V8gxeQ%7w7GgTDyxSLzTJ1^)l#0#l*6TQ73^WBsao^Q68kl$*6R^Y]NK7V4VoPLnSpF!&HpEs&cOn#NReg*ZLia4DV";31;0;35;460;35.57
1158;"vomop";100;"wN^TlyoDglSKtxq8AQmtvKYwXclFLBpT$75[I&E8nneNrgWeZqbkTbag#]mm3BvHiF8m6QDK#Lw6Y^FD6JF^S5[DUCMgWBOh!5boJcknHQdN7)Ggx6qVevCsRjSjaYTxDJdXnzhUS2EkTVdP(2eWC[";8;21;21;596;147.91
1159;"ukhe";49;"pL2Ks)5chHbiFo)GHXJ[dXW^ziT7uHJNH$o%1%pYy$mNA]I5O9f#rd9PZFLtX8)s)ATJ)paYAJ@hnA#bxUHRn87]6z0coaK%jWYBCUfGnQ8lpCX38Eqi#d31ubf)fV@wZPwr12uRQu#r2ewrxD[(*6";24;56;61;31;10.14
1160;"somupo";23;"ly!pQG!U65gJV!]EpPTj$l0L9&0%f[Hq(8urxuRNCd#bsC)wXa#cu8Y4Uf5HobmaH48)I!N07DsV7*w5KjS$rGwCd86mB]DS#@dSS!Y[I^zrnAv54(dg2AD#%qFY6FrHvCUUKj6$bi))PgB5ZEA6Dg";43;46;21;642;398.7
1161;"wetafris";76;"G@BMY4]Yx$wLXi]lrZuqC35VRMU#Ysf!^Gnp(EydeEioCbTK26ziW8SLstJmbS0^5futeP^[st10RDFJR6zq$mX7@ttjNP@ofrHJq6QE#cDXEI&nwsP(kAp(0mJk^eBfnt6bHcNTjsjX@)6b09BiV@";28;23;70;901;115.89
1162;"pelokil";104;"aGO(ep[uMx2&lxYH@*ERpbX38wGQST#sqtP9RQp6*U9Q@s@jFn)29xvHDAADD8#oMPBkn7f8T*1!bBLvBK]toqjr(^Y$z]09&0HTHW]JJ0lxd@OSxIa)ucuRry9GYXEUwfJOLGUebia5R(uksvmr(k";26;49;40;778;0.8
1163;"usehulu";16;"&BpI(3JAT9yvCt*BluTq3qyGB[ZfKo%oGC5bGq^bCGk]QAkD*QAU@WONIsK*K(k2GJH(lxp8OnJRRwWQlvLMTfH!L5T!6KrRqX[6jmF&JyAgwK9Prpjj4rHd8NEhZFsfG@!tp$tMjhH$6Y]3iPZB#d";20;15;71;470;286.14
1164;"pudaj";97;"L$o0(TA%HZ2H!!JZ$%fqz$jmhJ33DCdtk$QMZ8bJmmt0mK1u$mYmzOPtPE&nJ*fryMgt4AtSwo@!Q0]Lq8[UbFR)YMlE0gSo%NV%9dlxtRDFd6OB]ORDXop%$piZT2s1sYH!UTnKbgVy1Sl2no)3ok";26;44;103;958;432.38
1165;"ridanosi";39;"a6Kxg4fZ(#zA^mjw1i]fWWBXm4NScCLci^rSR0EqSQg5(Tzj$eUaatiLXtzz7M7V*O3jyR^UTb)Las$T^aI8jmS[hsPSzKdJ$XwsdKHUo$3[[XG6$PvgO*#)8D9NfXS&Zrv2mJZ1*BI4#vtVDUaBVO";0;59;57;971;306.44
1166;"ornivab";41;")sMzxVAEGJWbIK@2JHWCB20]fM4jgIA[IIQY*cPKApjnE]50##SdbjxfHZLB6k*ApE3^!8JB5e7kPN36v3B(Q%S(%gpJSxblBgk!qM4MFGz0Yo]8P18NR!rM$KPphHVlfb%B5cksUvlxSqc(Y8fp0P";31;43;53;493;493.64
1167;"sohani";45;"%R!JRmbeFHbC1qQRvtRMjsEh09z%XXdD7R@o8tmTp)n)UPRU4c8Y81dvum6]Y!4XBjX&GZ8v*7B*0f]YcM5^XAKtUS5%TOKu2x!$R6eQT6F*2v4$Z13GWonYY(39A@g6RMw1rDM[PROueqIDvEjOcp";49;6;42;831;340.32
1168;"pewmahmo";79;"ytg0xA9HZYrWGb2JEno([5SaP9gv$gE%X&bLpJaxnV1&X%DscljEWisNK(oWn%HIY%b9W(DW1O4(OS$f&F62*V5%*VW![gi2s](#xFe[kJcubvDuw]XtQoQ1kT66wWBgiKOTY4wV1PPd])sMZodcFN";14;53;26;770;382.94
1169;"agzur";74;"]Jl5#Aq]CM1H)Y$!nL5CV^2US5&z3cqugay1O*xH006Mh3*V5Ao1iQ^]EWgjd4cc5$0Xop^BfSE*flB#]0iOiWIe#6fobTIktm[e&SrpWyGP^&bYshUh8Q6DY[^wryOQ3LCBi529kwdnGFK)8h1ghB";50;26;71;691;464.48
1170;"jezmi";105;"GqP[r)nGv)^o9$jtAfn8LnXawtYIexK(@rKl$Xiu7IPKKgzVUBMqZekaZ6F7&*%YiStAI&9QwZ$rGQQWYOr9NMbYr%r$)nFc3SeA3V3ky6I*GV@#$Km!Q5SVmT$tjxPhurfcnDWTT7FNNq87B4jy1s";1;21;4;950;178.63
1171;"ugeivid";25;"x$j6U(pc7Dk3fweQ&@6geTehKZ%R76*04[Jmg!tcGoPElhnxY]kU0LuAa1LMb^G!pp(gv1JLEyiKdFDB)u2OUIJrs5!UgiPL*douqJE6#%m&mKD4QUt)&9Qt]E0%U@Nm2&OB&Ji#n4R*s[Wxm]ZMqy";38;4;23;436;424.5
1172;"nahfarbu";9;"EWZhN#7rA(yU1^&h)ya#0(YtTH@@bhHOX1U8FGJ84kzCM3QT#WfR2B6]7bw)xvO74XAxLdEZeAaL*OIA^jgJMJw0AYT[9m)dtkAxIkuR2dQNu[RTIpgX$9UATn&*XY7Kth[7KFa$ILxt5AR9JDax0r";21;49;40;433;70.3
1173;"fucazan";16;"tLw@kfcIH&[0)mWc1^%$5vF*yCicu4j%7OK9eGMy2ka@Ch5FDnG&w6H6Qn%#nHCoLnnN8Z[5Qv1wTq$ZHnBQHUIZ2#0QMwHzJFT@OrF!0*0qnx2*%ZcbODNLTZxAi]#@(IyQCPOeslYqKKL)MQ7tXt";11;58;62;69;33.83
1174;"bare";48;"Bcr04%^VIa8f5IkeB[Lt2wIVA3Nox&vO6w5XPypl92s323&VI]vpR#0e4OkIpYn$OwK(f*$XZ$dJC*0XbiaA!KYTjc%&(CS*uyE#r4CQi3Y4JeUl(y$UjKjy4eJ%ymuS$Cvr)I]4&dW&79hyUMuvGb";35;39;70;196;89.59
1175;"bilriz";75;"ci5t6njXTI*GoFq1yzrF&e5o$IXwHknMs#XJptl*4XD*QJjO81hTTDBW3xObOjP92rWIh7DOO*em0mSo*@FzeQxd2dS1h4xt8M&p!@mR3xFOiN]&QwmtBPTjKABKzL7w&[5z@g5C9V4Tm6Z0mADjXd";40;34;19;671;386.38
1176;"nazoh";101;"S9KAWY)A]uK8lCNY]P5E7YJkd^H*9SCgG*z[7GaqQpWk$jf[1flfK&jTbqV16twz#NXkcFk^8mY6^HtOUvDcsU!00R!*QTHGt(V%@pF3w9m#]j!nJMcly*p3MDtfSh]XBj^^S8Rs&uRp4$M]q#!z[5";36;27;3;373;194.25
1177;"husol";15;"%A9UtUuwQx3YzGsNMUYLiE6(fH[Tn1ls%W[15W[^ff[@wa]0F1BbE)TDmdBvMb75izk)cKZ^CuzjZnKgi^vIka%FJbq5(j3ZeHG(yDrYrLYNIqdTOVBz0^Pg3ocZEPT0H7MD5zwG(hcMsUX&waNl1Y";22;3;112;510;455.55
1178;"uti";62;"R10!l!n#EoicP30&Kg6fvpxBSoHUNQK$(*QD8D5F)7z%O!84q)HtdMl!IC9fFC3I*UWzTt3Tepk7FO6^CG5Rmcq%UrMUOZihGOjFgOqPQ8Ht]mywLBsCUW54kSv*qpu&c70s8#6IU0KEFH^vcq0rG9";4;60;6;831;333.8
1179;"zut";44;"ZbVCkN4E*O!qIuM1obDX74c0It2Lxifo)eE]oKgKJGmOMJDq@GCIb%jfA0dXli]GG#&ZB1JqZJ&()[^N3yy!BAoL%]Vpjkr@#Z@hRN3HwYa2!PWOHmwp&BQ0aS1YlO8VeJyenPxXxU3T2d0aIqvCYZ";2;47;96;770;419.3
1180;"favubuj";22;"CXIEsh0gdE%d7K][(Wc!Oh#ngVrlW(UwW0&ZJ375tkySsXPjk1x#M(!sBH[zBU3GYa6avZMi8)[r)u&r0FMz4baEL%&tO(a&SUbT%9M@@eZN!*$sdmA&XlQyWJrY7Wabn6(tm0Ezag]D]k&7VOTjou";48;44;48;69;258.53
1181;"sizjeg";55;"@^W)P$QTeXqjkewJR6K4mXKibsg2JeSz6hiGc5VHRmXasE]Xvbhzq(XS2rxKHNnTq98Qa7BkAyH1nT^T5EdEFeIPj$]Bc]7IBu^wA$Q4aF7*Bd]J4&(RF&KzS&hLp[hpZ)Hi]GH(4l0&GlfQDDliVp";7;24;3;373;253.68
1182;"tekmurub";11;"0HV*p&4G2z$lzOr3plXp1Zj7zHRcpkfzp5F@nEXY*MJ5hUwiWAt@bWNyQpCE5XM%T7X0H!n3jiiqgF^Sc]@o0bnf1garlR#zEt(a&90Pln]PNSJ[tn%35iX*e$!PStvw!JipaRvp*mqyYUb0&Az4Qz";46;30;118;995;282.65
1183;"buwedfa";105;"KSwoHSV9kY5*0mr^ahScikDcITQyx(ZDeXQK4&(F8KFt0p6MX24qo8RJdEUrBV4aetCph(J!%nr@18ujBzjgUNdc!zK$jfdvIX4V(YTC9(Ysj^6l7ii)Je]DzWGb)uthX&GM&YkAM^ge6@iPvDZl[#";27;13;68;844;78.37
